Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status\u3010\u660e\u65e5\u65b9\u821f\u3011\u5408\u91d1\u91cd\u5de5\u7cfb\u5217\u6210\u54c1\u6a21\u578b\u7f57\u5fb7\u5c9b--\u5b98\u65b9\u6b63\u7248,【明日方舟】合金重工系列成品模型罗德岛  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,5391,5990,TRUE,TRUE,,https://img.alicdn.com/imgextra/i2/2206488662066/O1CN01EMmKcd1R8HE0QuUrG_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-Q\u7248\u4e9a\u514b\u529b\u7acb\u724c\u7ec4--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-Q版亚克力立牌组  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,36.0,40.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i1/2206488662066/O1CN018yNb1T1R8HF0lDklG_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-\u4e9a\u514b\u529b\u7acb\u724c--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-亚克力立牌  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,67.5,75.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i1/2206488662066/O1CN01YcPkFo1R8HF0w1QHc_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-PET\u7b7e\u540d\u677f--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-PET签名板  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,31.5,35.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i2/2206488662066/O1CN01u8qjWY1R8HEyfJxRg_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-\u53ef\u7acb\u5f0f\u4fbf\u7b7e\u5957\u7ec4-\u8bb0\u5f55\u4e00\u4e0b-\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-可立式便签套组-记录一下 官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,25.2,28.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i4/2206488662066/O1CN01INr4tK1R8HEqkX4i3_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-\u7535\u8111\u6536\u7eb3\u5305--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-电脑收纳包  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,79.2,88.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i1/2206488662066/O1CN01TUENNi1R8HEzw4is2_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-\u6bdb\u7ed2\u62b1\u6795--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-毛绒抱枕  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,58.5,65.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i3/2206488662066/O1CN01bfJJ0J1R8HF0llOEn_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-T\u6064-\u8001\u9ca4\u6b3e--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-T恤-老鲤款  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,124.2,138.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i1/2206488662066/O1CN01srq6Q81R8HF2EKNpq_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-T\u6064-\u6f84\u95ea\u6b3e--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-T恤-澄闪款  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,124.2,138.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i2/2206488662066/O1CN01ZyQd7L1R8HEqlGevw_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-\u6302\u753b-\u8679\u5f69\u8336\u4f1a--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-挂画-虹彩茶会  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,54.0,60.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i2/2206488662066/O1CN01zn4lyr1R8HF0ke2Vu_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
\u3010\u9884\u552e\u3011\u660e\u65e5\u65b9\u821fx\u4e09\u4e3d\u9e25\u5bb6\u65cf-T\u6064-U-Official\u6b3e--\u5b98\u65b9\u6b63\u7248,【预售】明日方舟x三丽鸥家族-T恤-U-Official款  官方正版,,Nomad Teekron,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,,,TRUE,,,,,,,,,,,deny,manual,124.2,138.0,TRUE,TRUE,,https://img.alicdn.com/imgextra/i4/2206488662066/O1CN01v9RHex1R8HF0kH8Sl_!!0-item_pic.jpg_q50.jpg_.webp,,,,,,,,,,,,,,,,,,,,g,,,,,active
